tweet,username,predict_sentiment
program benyamin s award usung pasang calon gubernur calon wakil gubernur dki jakarta pramono anung rano karno ajang pilgub  nilai strategi ideal jadi jakarta kota global jakartamenyala jakartamnyala pramdoel,_CayoPerico,neutral
pramono anung janji evaluasi retribusi atas proyek mangkrak pasar munjul penuh harap rakyat jakartamenyala,BungkusTukang,neutral
 benyamin s award relevan cermin kota bersih nyaman indah sejahtera sesuai kriteria indeks nilai kota global amat tata kota nirwono yoga jakartamenyala,cak_soleeh,positive
usia prabowo subianto yg  thn cagub jakarta mas doa smg prabowo subianto yg sgr lantik presiden bawa bangsa jakartamenyala prakaruntukjakarta  abu janda skandal rp  agatha christie,Ghurem2,negative
keren program benyamin s award usung paslon gubernur wakil gubernur dki jakarta pramono anung rano karno dlm pilkada  nilai langkah ideal ubah jakarta kota global jakartamenyala pramdoelmenang,wiwiagustin,positive
untungnyaadapramdoel pastinye jakartamenyala prakaruntukjakarta,PemilihJ,positive
transportasi jakarta keren adem tj jakartamenyala busway,Kalibata97,positive
benyamin s award jurus pramonorano jadi jakarta kota global jakartamenyala,b_yoem,negative
salah program keren mas pramdoel rano maju budaya betawi nyak ncang babe masyarakat jakarta gaspol rem yuk dukung mas pram bang doel pimpin jakarta jakartamenyala pramdoelmenang,Attaraharja,positive
pimpin terima masuk kritik dlm bentuk tonton komunikasi event jadi input proses yg nilai baik yg manfaat orang kecuali gak sabar nih nyok bikin jakartamenyala ,King_PWS_,positive
dengar keluh kesah dagang pasar munjul pilih gubernur jakarta siap dana hibah umkm tuju jakartamenyala dukung mas pramonorano menang,abizaiden,negative
mas pramono anung raih harga detikcom awards hebat tokoh pimpin kolaboratif ragu vote  jakartamenyala,Rosmaliaagata,neutral
komitmen mas pilih gubernur jakarta bangun slb jakarta utara mari bantu wujud impi mulia dgn dukung coblos  jakartamenyala pramdoelmenang,cak_soleeh,positive
mas pramono anung blusukan temu warga koja jakarta utara langkah mas pram blusukan sapa dengar yg keluh pimpin sejati ya mas jakartamenyala,wiwiagustin,negative
lembaga adat maju budaya betawi fbr organisasi taung masyarakat betawi titip pramono anung  rano karno yuk dukung budaya betawi lestari anak cucu jakartamenyala,AnakLolina2,neutral
cagub dkj no urut  mas pramono anung selamat ulang  presiden pilih prabowo subianto sehat umur amanah moga mudah pimpin indonesia  jakartamenyala prakaruntukjakarta,03__nakula,positive
program benyamin s award pramonorano nilai dukung jakarta kota global jakarta  program benyamin s award usung pasang calon gubernur calon wakil gubernur dki jakarta pramono anung rano karno ajang pilgub  jakartamenyala,tvspartanindo,positive
kampanye koja warga yg slb jakut tambah tanggap mas pram janji perhati hak anak disabilitas bidang didik pilih gubernur jakarta jakartamenyala,DS_yantie,negative
terobos pramonorano serap aspirasi warga jaring asmara jakarta  pasang calon gubernur wakil gubernur jakarta nomor urut  pramono anung rano karno metode jaring asmara serap aspirasi masyarakat jakarta jakartamenyala,tvspartanindo,neutral
kesini ga  yuk bareng karaoke mas jakartamenyala,PakarINTELek,positive
mantep banget mas pram bang doel puter pilkada jakarta ridwan kamil mending komedi puter aje ye dukung nomor  jakartamenyala met siang lur hepi wiken  agatha christie  abu janda  indah g presentasi anies ,cahcilich,positive
deklarasi warga madura  jakarta dukung mas pram bang doel mantap nih dukung kelompok masyarakat inshaallaah paslon no  mas pram bang doel menang putar jakartamenyala,AleenaDi09,positive
mas pram bangun sekolah slb jakarta utara komitmen mas pramono dengar keluh warga kait minim nya sedia slb wilayah jakartamenyala prakaruntukjakarta,breakingNEW_upd,negative
bikin jakartamenyala,AlasRandu2,negative
alhamdulillah dukung pramdoel pit himpun indonesia tionghoa kampanye nih bangun jakartamenyala sejahtera warga prakaruntukjakarta  agatha christie abu janda indah g presentasi anies,_riverheaven,positive
yg dukung prakar monggo alhamdulilah jakartamenyala prakaruntukjakarta,doctor__fabre,positive
langkah blusukan sapa dengar keluh harap pijak pramonorano karno bangun jakarta yg rakyat jakartamenyala prakaruntukjakarta,FirzaHusainID,neutral
cagub pramono anung bangun huni bangun kantor perintah huni pram rencana bangun ruang kreatif untk kelompok muda dlm bangun yg dgn huni tsb jakartamenyala prakaruntukjajarta erina abu janda indah g hebohbanget,HanifahAndini96,positive
percaya pimpin jakarta pramono anung  rano karno lansir perda lembaga adat maju budaya betawi pramono anung  rano karno jakarta nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
mimpi alm benyamin sueb entitas betawi rupa wujud tanah jakarta harap nada rano karno muda alias bang doel jakartamenyala,Y_Radianto,neutral
pasang pramono anungrano karno janji atur daerah perda untk maju budaya betawi pram temu ketua forum betawi rempug fbr lutfi hakim jakartamenyala prakaruntukjakarta abu janda bahlil indah g erina hebohbanget,HanifahAndini96,positive
slank aja percaya cagub pramono anung pasang rano karno atas lingkung jakarta jakartamenyala,L0ve1ndonesia,positive
cagub pramono anung prioritas giant mangrove sea wall atas banjir rob jakarta jakartamenyala,L0ve1ndonesia,neutral
warga jakarta pasti pilih mas pram bang doel asli betawi   jakartamenyala,L0ve1ndonesia,positive
nih guess minum khas betawi suka  jakartamenyala minum nyala betawi,L0ve1ndonesia,neutral
prabowo subianto ulang  thn mas pram doa prabowo lantik presiden ri   oktober  jakartamenyala prakaruntukjakarta,OniMeniq74,positive
mas harap pimpin amanah bawa indonesia maju moga sehat harap selesai negara selamat ulang jakartamenyala prakaruntukjakarta,kenhans03,positive
perhati mas pram bang doel thd maju umkm wujud dg sedia dana hibah utk umkm sbg modal usaha umkm nyala warga sejahtera jakartamenyala prakaruntukjakarta,Ari3Pras,positive
blusukan gaya mas dar sapa beliau dengar keluh tawar solusi yg sejahtera sosok pimpin amanah yg layak dukung dkj  mas pram  bang doel jakartamenyala prakaruntukjakarta,tnmuda,neutral
waris baik gubernur jakarta dahulu layak terus mas ajar prpr tinggal gubernur dahulu tinggal legacy selesai selesai mantab mas pram jakartamenyala,kenhans03,positive
prakar jakarta jakartamenyala ,Cintada16,positive
bentuk peduli thd anak sandang disabilitas mas pram komitmen bangun sd utk penuh butuh slb jakarta utara mas pram bang doel nyala jakartamenyala prakaruntukjakarta,Ari3Pras,positive
lapis masyarakat rawat perhati mas pram beliau gubernur jakarta teman disabilitas jakartamenyala prakaruntukjakarta,OniMeniq74,positive
cinta persija jackmania mah cman rumus pilih mpruuts  mah ngerendahin  lihat jejak digital  lepeh jakarta ya iyaaa jakartamenyala,siapanamina,negative
wilayah lurah koja jakarta utara gilir kunjung mas pram dengar keluh warga cari solusi diskus motivasi agenda mas pram dlm kunjung jakartamenyala prakaruntukjakarta,Ari3Pras,negative
menang pilkada  janji bangun sekolah slb layak sandang disabilitas jakarta utara menang janji tepat loh mas jakartamenyala prakaruntukjakarta,kenhans03,positive
mas pramono  bang rano bantu umkm jakarta dana hibah pilih gubernur jakarta nyala  jakartamenyala prakaruntukjakarta  yahya sinwar abidzar indah g erina israel sos hebohbanget hamas,Eil_Thia,positive
rano janji revitalisasi pasar jangkrik matraman cari lahan jakarta  calon wakil gubernur cawagub jakarta rano karno unjung pasar jangkrik matraman jakarta timur rano karno janji revitalisasi pasar jangkrik jakartamenyala,tvspartanindo,neutral
pimpin diskriminasi warga negara hak didik layak masyarakat disabilitas thesergios jakartamenyala pramdoelmenang,rob_in9911,positive
mas pram bang doel selamat ekonomi masyarakat usaha mampu masyarakat jakartamenyala pramdoelmenang,rob_in9911,positive
pimpin transfer kompromi politik tak jakarta maju  prakaruntukjakarta bikin jakartamenyala ,AlasRandu2,positive
mas aku kampanye blusukan temu dg warga serap masalah biasa harap warga moga mas pram wujud aspirasi warga gubernur jakarta jakartamenyala prakaruntukjakarta,kenhans03,positive
berangkat dr belanja pasar munjul pramdoel tekad tinjau ulang restribusi yg mahal lanjut bangun pasar yg mangkrak alhamdulillah jakartamenyala,siapanamina,neutral
sukses pilkada serentak  dgn damai aman riang gembira jakartamenyala ,DioR3born,positive
warung madura buka  jam emang salah komitmen pramono doel pilih mjd gubernur dkj warung madura buka  jam aktif blk tuk tingkat sdm masyarakat jakarta jakartamenyala,KangManto123,neutral
bismillah niat tulus bawa jakartamenyala dukung warga jakarta dihijabahi allah swt aamiin program prakaruntukjakarta omon sajaapalagi janji palsu pilih you know yaa,siapanamina,positive
rano karno janji jalan program makan gizi gratis prabowo jakarta jakarta  calon wakil gubernur cawagub jakarta rano karno jalan program perintah pusat makan gizi gratis jakartamenyala,tvspartanindo,neutral
uang rakyat unk rakyat jabat keluarga yg sdh selesai jabat dukung industri kreatif umkm jakarta cagub pramono siap hibah rp  triliun apbd jakartamenyala,ch_chotimah2,neutral
blusukan koja pramono anung janji diri slb sekolah slb pramono dana bantu usaha latih kerja kpd sandang disabilitas jakartamenyala,KangManto123,positive
pagipagi dah hebohbanget nonton alip baihak ngeroasting mas pram roasting sewot tegang jaimlaah mas ngakak   jakarta rumah industri kreatif mas pram  bang doel ruang komika jakartamenyala,DioR3born,neutral
pramono anung janji slb jakarta utara gubernur beliau perintah mesti hadir fasilitas sandang disabilitas jakartamenyala,BungkusTukang,positive
umkm senang rakyat riang jakartamenyala,HumorJonTampan,positive
budaya identitas bangsa jakartamenyala prakaruntukjakarta,HumorJonTampan,neutral
jakartamenyala ,elsaday__,positive
mas pram  bang doel program komitmen pilih maju budaya betawi  pimpin peduli lestari budaya daerah pimpin adopsi budaya terap wilayah  jakartamenyala,BungkusTukang,positive
video vibesnya asa banget inshaaallah pimpin jakarta amanah adil pramdoel jakartamenyala prakaruntukjakarta  pagipagi indah g bernadya tumbangkanfufufafa hasto yahya sinwar,_riverheaven,positive
ide keren mas pram bang doel kalo klean kepingin jakarta tinggal yg jangkau ruang u karya amp inovasi jawab dukung  pramono anungrano karno jakartamenyala prakaruntukjakarta,denni_sauya,positive
rocky gerung dukung paslon mas prambang doel jakarta lenting jakartamenyala,narkosun,positive
juang utk jakartamenyala ,TutupG56821,positive
wajib perintah maju budaya betawi amanat pasal  undangundang nomor   daerah khusus jakarta amanah maju budaya betawi wujud jakartamenyala,DS_yantie,neutral
mas pram muda idealis dinamis dab progresif target rezim orde aman   orang tua intimidasi anak keras  jakartamenyala lawan ketidakadilan,SETYAKI22965702,positive
prakar jakarta jakartamenyala ,Cintada16,positive
mas pram bang doel pimpin inklusif bikin jakartamenyala,Ari3Pras,positive
dukung fbr forkabi pramono anung rano karno milik kuat bangun jakarta jakartamenyala,rsy4me,positive
pramono anung sosok pimpin akar masyarakat dukung fbr forkabi paham butuh harap masyarakat betawi jakartamenyala,rsy4me,positive
mantap jakartamenyala ,Cintada16,positive
programprogram rencana pramono anung budaya betawi hidup kembang jakartamenyala,rsy4me,positive
dukung organisasi betawi pramono anung tekad wujud jakarta budaya percaya budaya betawi bangun kota jakartamenyala,rsy4me,positive
tokoh pimpin kolaboratif jakartamenyala,Ari3Pras,positive
dukung organisasi pramono anung komitmen lestari budaya betawi janji integrasi budaya lokal bijak ambil masyarakat harga akomodasi jakartamenyala,rsy4me,positive
dukung forkabi fbr pramono anung pandang sosok juang sejahtera masyarakat betawi milik rencana konkret tingkat taraf hidup perhati masyarakat butuh jakartamenyala,rsy4me,positive
 bangun jakarta bas budaya janji mas jakartamenyala bangun kota gerus arif lokal budaya,TOM5helby,positive
mantap ni mas pram tinjau ulang retribusi dagang lanjut bangun pasar munjul mas pram pihak rakyat prakaruntukjakarta jakartamenyala,Cintada16,neutral
pramono anung  rano karno komitmen hadir programprogram tingkat kualitas hidup masyarakat kuat identitas budaya betawi jakartamenyala,thejoyofus,positive
dukung ormas pramono anung milik visi bangun jakarta masyarakat betawi jakartamenyala,thejoyofus,positive
harga detikcom awards  tokoh pimpin kolaboratif raih pramono anung kualitas pimpin mas pram gak ragu jakarta kota kolaboratif butuh pimpin kelas pramono anung jakartamenyala prakaruntukjakarta,mulanbilqis,positive
mas pram pasti warung madura buka  jam mas pram solusiide sejahtera warga jakarta prakaruntukjakarta jakartamenyala,Cintada16,negative
dukung alir fbr amp forkabi bukti nyata pramono anung pribadi aktif dengar aspirasi keluh warga jadi pilih pilkada jakarta jakartamenyala,thejoyofus,positive
dukung ormas pramono anung harap jembatan generasi tua muda masyarakat betawi milik visi gabung nilainilai tradisi butuh modernisasi budaya betawi jaga jakartamenyala,thejoyofus,positive
blusukan biasa pramono keliling jakarta stres jakartamenyala prakaruntukjakarta,triwul82,positive
pramono tambah slb jakarta utara keluh warga nama upi apriyani milik rumah quran disabilitas jakarta utara pramdoelmenang jakartamenyala pramdoelmenyala pramdoel jakartamnyala prakaruntukjakarta,Ganjarfor_ri,positive
pramono anung janji tinjau ulang retribusi dagang pasar munjul     jakartamenyala prakaruntukjakarta,B3doel___,neutral
raih harga detikcom award  tokoh tokoh pimpin kolaboratif nominasi sorot mampu pramono anung bangun kerjasama lintas sektor eksekutif legeslatif tokoh politik nya jakartamenyala,breakingNEW_upd,neutral
dukung forkabi amp fbr pramono anung harap masyarakat betawi berani komitmen juang hakhak masyarakat jadi calon pimpin layak hitung pilkada jakarta jakartamenyala,thejoyofus,positive
mas raih award  tokoh pimpin kolaboratif dalam dunia polituk mas pram kenal sosok yg bangun sinergitas utk capai tuju jakartamenyala prakar   ,SETYAKI22965702,positive
ketawa ngakak diroasting komika alip baihak pramono woles jakartamenyala prakaruntukjakarta,triwul82,positive
dukung fbr amp forkabi pramono anung sinyal kuat ubah positif masyarakat betawi harap pramono sosok yg penuh ekspektasi masyarakat amp jadi jakarta jakartamenyala,thejoyofus,positive
dukung fbr amp forkabi bukti pramono anung calon pimpin yg aku  ormas besar betawi cermin percaya masyarakat kapasitas pramono juang aspirasi jakartamenyala,thejoyofus,positive
mas pramono lanjut program yg gubernur jakarta baik yg jakartamenyala prakaruntukjakarta,triwul82,positive
selamat ulang yg  presiden pilih prabowo subianto sehat umur moga kepimpinanan beliau bangsa ekonomi dintuntaskan aamiin jakartamenyala prakaruntukindonesia,doctor__fabre,positive
percaya pimpin jakarta pramonobang doel komitmen angkat maju budaya betawi jakartamenyala prakaruntukjakarta,mulanbilqis,positive
dukung  organisasi betawi pramono anung harap bawa jakarta milik visi atas tantang hadap jakarta budaya sejahtera masyarakat jakartamenyala,SaguKeju8,positive
pramono anung kenal pimpin dengar paham aspirasi masyarakat sempat komitmen juang sejahtera masyarakat betawi jakartamenyala,SaguKeju8,negative
pasang pramono anung rano karno anggap duo ideal pimpin jakarta latar kuat politik budaya dua milik potensi bawa jakarta arah jakartamenyala,SaguKeju8,positive
deklarasi dukung pramono janji kembang programprogram angkat harkat martabat budaya betawi jadi integral identitas jakarta jakartamenyala,SaguKeju8,positive
dukung fbr forkabi pramono anung milik visi lestari maju budaya betawi jakartamenyala,SaguKeju8,positive
pramono anung  rano karno dukung kuat fbr amp forkabi pilkada jakarta  dukung pramono calon gubernur juang aspirasi masyarakat betawi jakartamenyala,SaguKeju8,positive
jakarta bentar pimpin inklusif mas pram bangun slb  bang doel komitmen ruang sandang disabilitas  melow tau kunjung bang doel caffe sunyi prakaruntukjakarta jakartamenyala,Penyair_Berdiri,neutral
jakartamenyala jakarta nyala bang doel kampanye riang gembira tani mpok oneng program pramono rano pihak warga jakarta gak mulukmuluk kaga ribet dah   yahya sinwar erina mulyono,RenaHoston178,neutral
